"Work_Title","Page_Title","Page_Position","Page_URL","Subject","Text","Category","Category","Category"
"1925: Joseph Grinnell's field notes","S0 Page 0","1","http://localhost:3000/display/display_page?page_id=4251","Joseph Grinnell","Grinnell, J","Author"
"1925: Joseph Grinnell's field notes","S0 Page 0","1","http://localhost:3000/display/display_page?page_id=4251","1925","1925","Date"
"1925: Joseph Grinnell's field notes","S0 Page 0","1","http://localhost:3000/display/display_page?page_id=4251","San Diego, California","San Diego, Calif.","California","Locations"
"1925: Joseph Grinnell's field notes","S0 Page 0","1","http://localhost:3000/display/display_page?page_id=4251","Lassen","Lassen","California","Locations"
"1925: Joseph Grinnell's field notes","S0 Page 0","1","http://localhost:3000/display/display_page?page_id=4251","Mexico","Mexico","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 0","2","http://localhost:3000/display/display_page?page_id=4252","San Diego, California","San Diego, Calif.","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 0","2","http://localhost:3000/display/display_page?page_id=4252","1925","1925","Date"
"1925: Joseph Grinnell's field notes","S1 Page 1","3","http://localhost:3000/display/display_page?page_id=4253","San Diego, California","San Diego, Calif.","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 1","3","http://localhost:3000/display/display_page?page_id=4253","1925-03-03","Mar. 3","Date"
"1925: Joseph Grinnell's field notes","S1 Page 1","3","http://localhost:3000/display/display_page?page_id=4253","1925-03-04","4","Date"
"1925: Joseph Grinnell's field notes","S1 Page 1","3","http://localhost:3000/display/display_page?page_id=4253","1925-10-31","Oct.31","Date"
"1925: Joseph Grinnell's field notes","S1 Page 1","3","http://localhost:3000/display/display_page?page_id=4253","1925-11-01","Nov.1, 1925","Date"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Grinnell","Grinnell","Author"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","San Diego","San Diego","California"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","1925-03-03","March 3, 1925","Date"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","San Diego Natural History Museum","Natural History Museum","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Balboa Park, San Diego","Balboa Park","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Museum of Vertebrate Zoology","MVZ","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Lower California","Lower California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Berkeley","Berkeley","California"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","1925-02-27","Feb. 27","Date"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","1925-02-28","Saturday","Date"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Natural History Museum of Los Angeles County","Los Angeles  Museum","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Exposition Park, Los Angeles","Exposition Park","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","1925-02-28","Saturday","Date"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Lee Chambers","Lee Chambers","People"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","San Diego","San Diego","California"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","1925-03-01","Sunday","Date"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Jose Maria Gallegos","Jose Maria Gallegos","People"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Lower California","Lower California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Jose Maria Gallegos","Gallegos","People"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Hotel Brewster","Hotel Brewster","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Laurence Huey","Laurence  Huey","People"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","San Quentin","San Quentin","California"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","San Diego Natural History Museum","Museum","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","1925-03-01","Sunday","Date"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Gallegos trail","Gallegos trail","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Museum of Vertebrate Zoology","MVZ","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Adrey E. Borell","Borell","People"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Berkeley","Berkeley","California"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Chester C. Lamb","Lamb","People"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Los Angeles","Los Angeles","California"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","Laurence M. Klauber","L. M. Klauber","People"
"1925: Joseph Grinnell's field notes","S1 Page 2","4","http://localhost:3000/display/display_page?page_id=4254","H. R. Peckham","H. R.  Peckham","People"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","Joseph Grinnell","Grinnell","Author"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","San Diego","San Diego","California"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","1925-03-03","March 3, 1925","Date"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","Laurence M. Klauber","Klauber","People"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","John Vandenburgh","VanDenburgh","People"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","San Diego County","San Diego County","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","Laurence M. Klauber","Klauber","People"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","Scripps Research Institute","Scripps Institution","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","La Jolla, San Diego","Lajolla","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","Francis B. Sumner","F.B. Sumner","People"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","Francis B. Sumner","F.B. Sumner","People"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","Peromyscus","Peromyscus","Mammals"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","San Jose Island","San Jose  Island","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","Francis B. Sumner","Sumner","People"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","La Jolla, San Diego","Lajolla","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","Francis B. Sumner","Sumner","People"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","Peromyscus leucopus","P. leucopus","Mammals"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","Peromyscus maniculatus","P.   maniculatus","Mammals"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","Paul Kammerer","Paul Kammerer","People"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","La Jolla, San Diego","Lajolla","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 3","5","http://localhost:3000/display/display_page?page_id=4255","Francis B. Sumner","Sumner","People"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","Joseph Grinnell","Grinnell","Author"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","San Diego","San Diego","California"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","1925-03-03","March 3, 1925","Date"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","Paul Kammerer","Kammerer","People"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","Francis B. Sumner","Sumner","People"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","Paul Kammerer","Kammerer","People"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","Vaughn","Vaughn","People"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","San Diego Natural History Museum","Museum","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","Balboa Park, San Diego","Balboa Park","California","Locations"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","Hawk Stephens","Hawk  Stephens","People"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","1874","1874","Date"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","Laurence Huey","Laurence Huey","People"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","Frank Stephens","Stephens","People"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","Mrs. Stephens","Mrs. Stephens","People"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","1925-03-01","Sunday","Date"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","Frank Stephens","Stephens","People"
"1925: Joseph Grinnell's field notes","S1 Page 4","6","http://localhost:3000/display/display_page?page_id=4256","3746 Park Boulevard, San Diego","3746  Park Blvd.","California","Locations"
